,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
66399,bounty killer,can't believe mi eyes,1999,reggae,know talk bout place bout badman bleach face cream hair tight pant badman bumboclaat believe battyman bold believe rastaman turn pussyhole believe likkle tecka cold believe believe believe hear tight pant come believe gunman battyman friend believe believe believe battyman people place believe shotta bleach face believe certain come base believe believe believe gyal know jamaica woulda believe government foul play believe believe somebody tell woulda certain certain certain water cause onetime pussyholes believe gunman bus murder believe ghetto youths live certain place believe stand mase believe believe believe little haffi believe decide believe certain believe believe believe ghetto youth think believe ghetto alizé drink believe matthews garden link believe believe believe foreign gaze believe come blaze believe tune craze believe believe believe battyman bold believe rastaman fassyhole believe likkle tecka cold believe believe believe hear tight pant come believe gunman battyman friend believe believe believe battyman people place believe shotta bleach face believe certain come base believe believe believe gyal know jamaica woulda believe government foul play believe believe somebody tell woulda certain certain certain,176,0.000510986,0.000510986,0.692543843,0.000510986,0.000510986,0.01019633,0.039312005,0.134613456,0.000510986,0.059910873,0.027620282,0.000510986,0.000510986,0.000510986,0.000510986,0.02010162,0.643669447,0.355280363,0.085039242,0,0.697032152,0.368348641,world/life,0.3
54345,george shearing,conception,1950,jazz,drink miserable miracle sink belly cherryfalls bouncin wall live dead night constant fight socialite tide darken room look gloom leave soon scar find scar grow know mean burst seam souled fuel ears leave fear know live fast smoke joke unrestrained come gonna feel pain piss drain week tire campaign interchangeable see see like trouble trouble free scar find scar grow know mean burst seam souled fuel ears leave fear know live fast scar find scar grow know mean burst seam souled fuel ears leave fear know live fast,88,0.00093985,0.330006324,0.142438803,0.00093985,0.00093985,0.00093985,0.00093985,0.258970612,0.00093985,0.00093985,0.184539356,0.00093985,0.052788365,0.00093985,0.00093985,0.00093985,0.597097368,0.355562393,0.984939744,0.925101215,0.612530915,0.166140124,violence,1
58257,diane schuur,i'll close my eyes,1984,jazz,heaven send song doors know exclusively know feel understand word close eye stand lock heart affair close eye get share lovely years moments apart close eye heart close eye get light share lovely years moments apart close eye heart close eye,41,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.275028161,0.001422475,0.001422475,0.051891754,0.001422475,0.14893902,0.001422475,0.001422475,0.502803938,0.001422475,0.192028593,0.356023896,0.787148381,0.001973684,0.077081616,0.077949181,sadness,0.514285714
55418,judy garland,do it again,1961,jazz,shouldn hadn right shouldn kiss wrong strong long begin know shouldn lips ache kiss wait know regret come near hear mama scold cause tell naughty turn light hold close arm night know tomorrow morning goodbye amen,36,0.001814882,0.001814882,0.001814882,0.226071514,0.001814882,0.038042425,0.3108796,0.273606704,0.001814882,0.001814882,0.001814882,0.125991408,0.001814882,0.001814882,0.001814882,0.001814882,0.156287231,0.356075174,0.923694703,5.24E-06,0.15704864,0.194169027,romantic,0.842857143
28340,emmylou harris,heart to heart,1985,country,heart heart hold hand hand storm life blind love vow bind heart heart hand hand stay forever till live sweet treasure time measure years stand world heart heart hand hand true word speak promise break,35,0.001644737,0.001644737,0.269050195,0.001644737,0.001644737,0.001644737,0.419968688,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.284665327,0.001644737,0.436802773,0.35643412,0.860441627,6.11E-05,0.135408079,0.100071994,romantic,0.5
55200,bill evans,some other time,1959,jazz,time go half things want catch time token word unspoken catch time start come time part come embrace time race catch time embrace time race catch time,27,0.00228833,0.107646145,0.00228833,0.376472432,0.00228833,0.00228833,0.00228833,0.08050949,0.00228833,0.00228833,0.358329522,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.377233835,0.356536677,0.994979915,0.92611336,0.066467436,0.014683942,night/time,0.871428571
57829,the crusaders,i'm so glad i'm standing here today,1981,jazz,stand today time remember fight hold head time friends try fool things heart attack couldn say hopeless tangle night strong hearts goin stand today come raise voice time song life away sing forever live break stand today lose trouble world forget remember darkest follow heart say say hopeless tangle night strong hearts goin stand today come raise voice time song life away sing forever live break stand today,68,0.000835422,0.155371651,0.3774285,0.064820196,0.000835422,0.086197038,0.000835422,0.000835422,0.000835422,0.107948463,0.000835422,0.000835422,0.000835422,0.000835422,0.197373666,0.000835422,0.441135059,0.357459683,0.312248305,0.000755061,0.299258038,0.146119478,world/life,0.557142857
23312,jerry jeff walker,old road,1969,country,road keep callin road keep callin travel travel travel harmonica harmonica lonely cold blue lonely cold blue tire hungery tire hungery tire hungery harmonica,24,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.56222817,0.38514025,0.003095975,0.003095975,0.003095975,0.003095976,0.003095975,0.472544135,0.357716073,0.597389154,9.60E-06,0.462077494,0.039309336,music,0.728571429
48189,lightnin' hopkins,my starter won't start this morning,1993,blues,starter start mornin motor turn starter start mornin motor turn know runnin fast trashy womens little ruin starter start mornin somethin wrong little machine know starter start mornin somethin wrong little machine mechanic right like burnin gasoline,37,0.002192982,0.002192982,0.002192982,0.002192983,0.002192982,0.280647244,0.002192982,0.222714473,0.461550562,0.002192982,0.002192983,0.002192983,0.002192982,0.002192983,0.002192983,0.002192982,0.555940648,0.357844268,0.819276927,0.031680162,0.451772465,0.187161801,obscene,0.385714286
47680,mississippi john hurt,first shot missed him,1991,blues,shoot miss mile away shoot shoot shoot cook good biscuits cook good biscuits good business good business good business good business wanna trade wanna trade wanna trade good business good business good business good business,35,0.001879699,0.144736842,0.001879699,0.001879699,0.001879699,0.294264612,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.030923358,0.394736842,0.481208708,0.358459606,0.879517951,4.07E-05,0.964962902,0.187161801,feelings,0.414285714
8260,yaz,i before e except after c,1982,pop,stop inside feel outside difference inside stop inside difference outside stop inside feel difference feel difference difference difference feel difference stop stop stop difference dragons policeman know suppose breathe breathe breathe occasionally slaughter slaughter slaughter decide definitely decide stop stop definitely stop stop definitely stop definitely decide decide decide decide stop decide basis allimportant question involve mix regeneration person voice incapable distinction frequency response entire output reveal voice actual voice voice voice voice voice voice voice type formation explain separate units link form screen detectable specially design equipment release spot type floor decide tool available stop stop tool available stop stop force tool available right,105,0.000974659,0.506718192,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.075217766,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.06225249,0.379399978,0.358946748,0.632529752,0,0.72485573,0.147120511,violence,0.542857143
49986,cream,eric clapton interview 4,2003,blues,clapton bear march english musician singer songwriter threetime inductee roll fame solo artist separately member yardbirds cream clapton refer important influential guitarists time clapton rank second roll stone magazine list greatest guitarists time fourth gibson guitarists time mids clapton leave yardbirds play blue mayall bluesbreakers immediately leave mayall clapton join cream power trio drummer baker bassist clapton play sustain blue improvisations arty bluesbased psychedelic clapton output bore influence mellow style cale reggae version shoot sheriff help reggae reach mass market popular record record dominos band form johnson crossroads record cream follow death conor clapton grief express song tear heaven feature unplug album clapton recipient grammy award award outstanding contribution music award buckingham palace service music clapton recover alcoholic drug addict found crossroads centre antigua medical facility recover substance abusers content early life early career breakthrough international success yardbirds bluesbreakers cream blind friends solo career dominos personal challenge early solo success continue success resurgence stardom collaboration albums clapton sock recent events influence legacy guitars woman tone media appearances personal life relationships children political view controversy remark immigration wealth assets charitable work award honour football clapton music film discography solo studio albums reference read external link,194,0.001196172,0.184949208,0.105404331,0.077233784,0.001196172,0.084553188,0.001196172,0.001196172,0.001196172,0.382256509,0.001196172,0.001196172,0.064119441,0.001196172,0.001196172,0.001196172,0.72056753,0.359254416,0.603413256,0,0.947444353,0.250226834,music,0.242857143
61110,benny goodman,moonglow,2007,jazz,moonglow word lange music mill record york water members dorsey brothers orchestra moonglow blue moonglow straight hear sayin dear hold fast prayin lord float right heavenly songs come moonglow blue remember moonglow give moonglow blue moonglow straight hear sayin sweet child hold fast prayin lord float right heavenly songs come moonglow blue remember moonglow give,55,0.001385042,0.001385042,0.053533848,0.035040094,0.001385042,0.05849865,0.101635986,0.001385042,0.190968398,0.371862249,0.001385042,0.001385042,0.047524718,0.001385042,0.001385042,0.001385042,0.583017437,0.359331333,0.996987949,0.697368421,0.383759275,0.100071994,music,0.185714286
47808,phish,sanity,1992,blues,sanity come come sanity come know today cause sanity come lose mind couple time lose mind lose mind couple time mind spend nickel spend dim mind lose mind trespass trespass nywhere better beware cause trespass forget rule forget pride pride need place hide pride forget rule forget pride need place hide star bright star bright star bright star bright star suck tonight star suck star bright care world explode world explode care world explode explode save whale save toads explode care sanity come come sanity come know today cause sanity come lose mind couple time lose mind lose mind couple time mind,102,0.068031157,0.000649773,0.432536925,0.198868295,0.000649773,0.000649773,0.000649773,0.000649773,0.000649773,0.000649773,0.06522383,0.166997775,0.000649773,0.000649773,0.000649773,0.000649773,0.38048305,0.359792836,0.767068039,0.000823887,0.415704864,0.128100898,world/life,0.4
54805,erroll garner,exactly like you,1955,jazz,perfect sweetheart real dream wonderful vision team imagine feel real ideal want nice live paradise live know wait know blue pray night exactly like spend money scenes exactly like feel grand want hand world understand foolish little scheme schemin dream dreamin know mother teach true mean exactly like,48,0.001594896,0.001594896,0.335376678,0.057992106,0.001594896,0.054226482,0.001594897,0.086950254,0.037091403,0.033680344,0.001594896,0.001594896,0.040721542,0.163759529,0.001594896,0.113734145,0.476876422,0.359997949,0.937750942,0.460526316,0.369332234,0.071242265,world/life,0.928571429
74586,depeche mode,somebody,1985,rock,want somebody share share rest life share innermost thoughts know intimate detail stand support return support listen want speak world live life general view wrong pervert hear easily convert think fact disagree understand want somebody care passionately think breath help things different light things detest like want tie string carefully try steer clear things asleep want somebody arm kiss tenderly things like sick like away,65,0.001052632,0.082028492,0.328970303,0.001052632,0.001052632,0.001052632,0.043825699,0.278554138,0.001052632,0.001052632,0.001052632,0.03488449,0.001052632,0.059158786,0.001052632,0.064238327,0.286255822,0.360049227,0.639557871,4.66E-05,0.435284419,0.286263995,world/life,0.5
56706,king crimson,book of saturday,1973,jazz,deceive forget game time leave laugh cause wheel touch road jumble lie tell return weigh card table back hand swear like people boys band reminiscences go astray come enjoy fray tangle night daylight sound completeness morning asleep wake crewmen bananaboat ride respond like limousine bring alive silent screen shudder breath yesterday succour needy incredible scenes believe future life death dream cavalry despair take stand lady hair favour make sweet sixteen life time book bluesy saturdays choose,76,0.001096491,0.167590416,0.346136652,0.001096491,0.001096491,0.001096491,0.057152503,0.001096491,0.001096491,0.001096491,0.372517676,0.001096491,0.001096491,0.041251875,0.001096491,0.001096491,0.363153904,0.361074789,0.605421291,0,0.185902721,0.081152484,world/life,0.671428571
28663,gordon lightfoot,i'll tag along,1986,country,time share things anytime little daydream appear give problems turn paper match afternoon cup think time take walk outside oxygen time tomorrow pack go believe best smoke ring rise disappear dream hammer dust belong turn need friend time tomorrow pack go believe best smoke ring rise disappear,47,0.001349528,0.001349528,0.425035049,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.426793254,0.126579254,0.001349528,0.001349528,0.001349528,0.001349528,0.568937507,0.361305541,0.884538037,0.003947368,0.689818631,0.044014187,world/life,0.485714286
29240,eddy arnold,you don't know me,1988,country,hand hello hardly speak heart beat tell think know know know dream night long kiss lips long hold tight friend know know make heart ache afraid love give hand goodbye watch walk away know love know,36,0.001503759,0.001503759,0.001503759,0.00150376,0.001503759,0.001503759,0.446171645,0.36296045,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.166807753,0.001503759,0.364236976,0.361382458,0.966867437,0.002034413,0.228153339,0.092964665,romantic,0.457142857
4949,ricky nelson,garden party,1972,pop,go garden party reminisce friends share memories play songs garden party know recognize look right learn lesson people come bring walrus magic corner surprise hughes shoe wear disguise play songs think come hear music look say hello belong sing song honkytonk time leave open closet door step goode play guitar like aringin lookin like gotta play garden party wish luck memories sing drive truck,64,0.001012146,0.001012146,0.060160312,0.001012146,0.001012146,0.001012146,0.001012146,0.063287681,0.252239837,0.344375683,0.233558207,0.001012146,0.033220384,0.001012146,0.001012146,0.001012146,0.775804181,0.361536292,0.793172483,0.019838057,0.833058533,0.24422064,music,0.685714286
40202,ruth brown,so long,1957,blues,long meet maybe darling wrong long hate world know long memories lonely apart right heart long long leave goodbye long leave goodbye long,23,0.002192982,0.002192983,0.064696918,0.452223156,0.002192982,0.002192982,0.186100684,0.076322933,0.002192983,0.002192983,0.002192983,0.002192983,0.002192983,0.002192983,0.189954554,0.002192982,0.42163977,0.361715765,0.935742907,3.69E-05,0.37139324,0.025294884,night/time,0.9
46966,mose allison,i love the life i live,1988,blues,watch like hawk mind talk touch live life life live ring money tomorrow night belong girls live life life live hundreddollar time tomorrow night cover dime week try tell people feel rock pass talk cause high forgive live life life live hundreddollar time tomorrow night cover dime week try tell people feel rock pass talk cause high forgive live life life live live life life live live life life live,70,0.000773994,0.000773994,0.527912986,0.091077798,0.000773994,0.000773994,0.000773994,0.000773994,0.344253531,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.025145777,0.588432795,0.361715765,0.930722822,0.009433198,0.696001649,0.166140124,world/life,0.457142857
43153,"crosby, stills, nash & young",right between the eyes,1971,blues,head hang heavy thoughts mind sacrilege advantage blind tell come yonder sky look right eye pain bring think beat know street people live silence lie look right eye talk experience know feel wake find wasn real truth soon appear aquarius arrive look right eye,44,0.001422475,0.388636347,0.001422475,0.064682324,0.001422475,0.001422475,0.001422475,0.33934654,0.001422475,0.001422475,0.001422475,0.130176105,0.001422475,0.001422475,0.001422475,0.057244032,0.366403119,0.362305464,0.77008009,2.31E-06,0.42497939,0.206181414,violence,0.7
25288,don williams,the ties that bind,1975,country,know stand good make difference life sweetheart tie bind little things understand simple joy bring peace mind tie bind need live kiss live kiss forever live flame heart soul hold tie bind,32,0.001754386,0.001754386,0.48310843,0.001754386,0.001754386,0.03858148,0.176622003,0.001754386,0.001754386,0.001754386,0.001754386,0.040102094,0.001754386,0.001754386,0.001754386,0.03642701,0.198527023,0.362356742,0.922690685,0.17611336,0.2858615,0.148121543,world/life,0.642857143
54457,oscar peterson,how high the moon,1952,jazz,damn damn damn damn grow accustom face make begin grow accustom tune whistle night noon smile frown down second nature like breathe breathe serenly independent content surely grow accustom look accustom voice accustom face speak infantile idea heartless wicked brainless thing regret doom eynsfordhill wretched little flat store till collector beat door teach things teach sell flower instead beg bread water husband breakfast year prematurely grey blossom cheek turn chalk come home up away socialclimbing heiress york poor simply frightful humiliate delightful poignant inevitable night hammer door tear rag miserable lonely repentant contrite hurl wall kindness treatment deserve throw baggage forgive sort position staunchly budge forgive shall crawl knees promise atone shiver moan slam door hellcat freeze hear good morning joy woes highs low second nature like breathe breathe grateful woman easy forget like habit break grow accustom accustom face,140,0.00074129,0.364129455,0.180712806,0.025552985,0.00074129,0.05515063,0.00074129,0.00074129,0.00074129,0.057892113,0.111151467,0.00074129,0.019334026,0.065542299,0.076833605,0.01568371,0.531030001,0.36266441,0.998995983,0.962550607,0.143652102,0.10707922,violence,0.971428571
21614,patsy cline,back in baby's arms,1963,country,baby arm miss lovin arm belong baby arm know quarrel hurt quarrel anymore baby arm miss lovin arm belong baby arm think need take away belong baby arm gonna stay baby arm miss lovin arm belong baby arm baby arm baby arm baby arm,44,0.327990751,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.428869372,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.199922538,0.00122399,0.695656883,0.362818245,0.719879237,0,0.740313273,0.234210318,romantic,0.814285714
59964,esbjörn svensson trio,from gagarin's point of view,1999,jazz,credo deum patrem omnipotentem creatorem caeli terrae iesum christum filium eius unicum dominum nostrum conceptus spiritu sancto night come killers cross land plague come prophecies fate word long forsake stone grave tell brave legacy forget hand heaven send come fight defend word praise holy ereum dominae night come killers cross light moon live lose dark blood call dusk fever crawl night come killers cross destiny bring hypocrisy hate land long part stand grind heavens pain raise flame ereum dominae lose life killers cross light moon live lose dark blood call dusk fever crawl night come killers cross lose life killers cross light moon live lose dark blood call dusk fever crawl night come killers cross night killers cross night killers cross light moon live lose light moon live lose dark blood call dusk fever crawl lose life killers cross light moon live lose dark blood call dusk fever crawl night come killers cross,153,0.000526316,0.476866803,0.119499116,0.060852812,0.000526316,0.000526316,0.000526316,0.000526316,0.000526316,0.000526316,0.000526316,0.280817209,0.000526316,0.000526316,0.000526316,0.000526316,0.620924943,0.362869523,0.539156164,0.882591093,0.099340478,0.027797465,violence,0.3
4818,todd rundgren,intro,1972,pop,like game game call sound studio play record include play play favorite record surprise pair headphones better crank cause gonna help sure recognize hiss noise call hiss come record master lousy mono reprocess stereo number things hum noise course pop sound edit happen machine gain control mangle tape machine noise punch out sound record find win course,57,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.0018797,0.001879699,0.213240603,0.259955626,0.429261665,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.67291238,0.362997718,0.520079839,0,0.370362737,0.109081285,music,0.685714286
40222,ella fitzgerald,mood indigo,1957,blues,blue blue till mood indigo feelin go stealin shoe sigh long blue mood indigo baby say goodbye evenin light lonesome cause care soul bluer blue mood indigo,27,0.071564968,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.184754293,0.099224517,0.002770083,0.446500504,0.002770083,0.064862617,0.002770083,0.002770083,0.002770083,0.09708202,0.321997184,0.362997718,0.970883505,1.49E-05,0.134377576,0.055025542,music,0.9
871,harry belafonte,a hole in the bucket,1960,pop,hole bucket dear dear hole bucket dear hole dear dear dear dear dear dear dear dear straw dear dear dear straw dear dear straw straw long dear dear straw long dear long dear dear dear dear dear dear dear dear dear dear dear dear dull dear dear dull dear dull sharpen dear dear dear sharpen dear dear sharpen sharpen dear dear sharpen dear stone dear dear dear stone dear dear stone stone dear dear stone dear dear dear dear dear dear dear dear dear water dear dear dear water dear dear water dear dear dear bucket dear dear dear bucket dear dear bucket hole bucket dear dear hole bucket dear hole,111,0.000572082,0.080604437,0.000572082,0.000572082,0.000572082,0.000572082,0.837528604,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,0.000572082,0.444384274,0.364228393,0.827309064,0,0.875309151,0.118090575,romantic,0.857142857
26793,don williams,i believe in you,1980,country,believe superstars organic food foreign cars believe gold certainty grow right right leave wrong north south east east best believe believe baby believe believe believe heaven wait congregate like think watchin people know care ordinary wonder believe believe music believe magic believe know certainty go good thing true believe believe virginity common work days sleep nights black black white white superman hood alive hollywood gasoline short supply rise cost gettin believe believe folks believe children believe believe believe baby believe believe,81,0.037511242,0.071555752,0.508025192,0.046732014,0.000848896,0.000848896,0.000848896,0.090882622,0.031385268,0.016391212,0.079766898,0.048225791,0.039289125,0.000848896,0.000848896,0.023443713,0.487707137,0.364869369,0.88353402,0.005799595,0.501236603,0.212187608,world/life,0.571428571
54899,julie london,moments like this,1956,jazz,moments like thrill careless moments like close nonchalantly dine dance heart melt glance moments like soft light aglow long kiss know affairs moments like care affairs moments like care,29,0.003095975,0.003095975,0.003095975,0.003095976,0.003095975,0.003095975,0.436571526,0.003095976,0.003095975,0.003095975,0.003095975,0.151850359,0.003095975,0.36204251,0.003095975,0.003095975,0.352323189,0.364920647,0.908634446,0.000433198,0.137469085,0.028798497,romantic,0.914285714
54572,oscar peterson,bill,1954,jazz,peterson trio half appeal heart yield begin bring lips close cheek smile lose recall kiss eye touch hand make weak heart dizzy fall fell fell spell catch undertow,28,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.365010549,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.590252608,0.002631579,0.423805914,0.365253955,0.997991966,0.957489879,0.277617477,0.099671581,sadness,0.942857143
4294,joan baez,i live one day at a time,1970,pop,live time dream dream time yesterday dead tomorrow blind live time surprise home know miss go long plan stay cross mind live time live time dream dream time yesterday dead tomorrow blind live time swallow flyin cloudy searchin patch high long follow time live time live time dream dream time yesterday dead tomorrow blind live time live time,58,0.000974659,0.105122304,0.539330229,0.289634272,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.020646039,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.031621932,0.454131918,0.36566418,0.76003992,0,0.379637263,0.11608851,world/life,0.714285714
47271,dave van ronk,"hang me, oh hang me",1989,blues,hang hang dead go hang hang dead go wouldn mind hang lay grave long poor world cape girardeau part arkansas cape girardeau part arkansas goddamn hungry hide straw world go mountain stand go mountain stand rifle shoulder dagger hand poor world hang hang dead go hang hang dead go wouldn mind hang lay grave long poor world rope neck hang high rope neck hang high word hear long fore poor world hang hang dead go hang hang dead go wouldn mind hang lay grave long poor world,87,0.000720981,0.307934959,0.098583425,0.076238353,0.000720981,0.07481475,0.000720981,0.000720981,0.000720981,0.000720981,0.365745579,0.000720981,0.000720981,0.000720981,0.000720981,0.067310186,0.487707137,0.365689819,0.927710771,1.09E-05,0.431162407,0.026295916,violence,0.442857143
41006,ray charles,"music, music, music",1961,blues,nickel nickelodeon want have music music music want want kiss music music music closer dear come closer nicest dance close nickel nickelodeon want love music music music,27,0.00228833,0.00228833,0.00228833,0.126787656,0.00228833,0.00228833,0.167783094,0.00228833,0.00228833,0.438078773,0.00228833,0.05911249,0.00228833,0.00228833,0.00228833,0.00228833,0.522365428,0.365843653,0.779116244,0.953441296,0.824814509,0.179153543,music,0.842857143
55793,astrud gilberto,look to the rainbow,1965,jazz,bear say father say elegant legacy waitin rhyme lips song heart sing world fall apart look look look rainbow follow stream look look look rainbow follow fellow follow dream follow fellow follow fellow follow fellow follow dream twas sumptuous bequeath child lure song keep feet funnin wild grow stand whippoorwills singin look look look rainbow follow stream look look look rainbow follow fellow follow dream follow fellow follow fellow follow fellow follow dream,73,0.001031992,0.344556347,0.139177167,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.029120434,0.079387461,0.001031992,0.001031992,0.080053879,0.233169137,0.082151673,0.001031992,0.63933716,0.366125683,0.962851368,0.180161943,0.488870569,0.142115349,violence,0.785714286
26655,don williams,just enough love (for one woman),1980,country,woman woman woman woman like know answer dream help choose want lose mean cause woman woman woman woman heaven miss resist look cause woman woman woman woman,27,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.55604288,0.282561573,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.06217227,0.001949318,0.001949318,0.831040832,0.366151322,0.841365303,0.000651822,0.941261336,0.174148382,romantic,0.571428571
40522,ella fitzgerald,"oh, doctor jesus",1958,blues,kneel doctor trouble water gallerie porgy amen likewise devil afflict time time porgy time time doctor sister head father devil steep place like time time porgy time time cripple porgy allelujah woman time time save sake amen porgy amen right porgy doctor clock woman goin morning catfish activity street vendors call,51,0.001644737,0.258224231,0.001644737,0.406106784,0.001644737,0.167157793,0.001644737,0.001644737,0.001644737,0.001644737,0.071038086,0.001644737,0.074446789,0.001644737,0.001644737,0.001644737,0.276508177,0.366151322,0.974899573,0,0.186933223,0.030300045,night/time,0.885714286
59329,digable planets,highing fly,1994,jazz,glide corner bout peace hour slide space mate life go place rehearse wind play joint limp concrete hell buzz afros cubatas round ball cuff happen happen nigga honey bomb tape baby cut jazzy core kick butter flow shit ninety million kick time countdown gimme countdown word right block block block block,51,0.036631874,0.001754386,0.140212045,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.604760366,0.001754386,0.134797301,0.059037009,0.001754386,0.001754386,0.001754386,0.001754386,0.799631756,0.366176961,0.257027366,0.925101215,0.436314922,0.246222705,obscene,0.371428571
40912,john lee hooker,one of these days,1960,blues,looka tell story friends know world know jimi hendrix joplin pass needle loss wonderful world dope addict dope addict better watch dope addict dope addict watch days days pass stop shootin needle stop swallowin stop shootin needle stop swallowin pills needle heavy heart know young folks hook doom young folks hook doom better kick long yeah drug addict drug addict better wise drug addict drug addict better wise days number days number know better kick better kick needle heavy heavy heavy heavy heart heart heavy heavy better kick right know better kick know hard better suffer kick better suffer kick suffer kick heavy,103,0.000835422,0.000835422,0.145049464,0.000835422,0.017780703,0.134065773,0.000835422,0.084420129,0.509133504,0.000835422,0.000835422,0.000835422,0.000835422,0.000835422,0.055238151,0.000835422,0.409725983,0.366433351,0.864457695,0.007165992,0.099340478,0.02299251,obscene,0.857142857
1102,joan baez,mary hamilton,1960,pop,word kitchen go word word madam queen worst bear babe highest rise arise arise tell thou hast babe hear weep thee tiny boat cast sink swim come rise arise arise come wed glasgow night rob black rob rob white ride glasgow ride glasgow city bailiff wife provost wife cry alack alas thee need weep cry need weep slay babe death little mother think cradle land travel death night wash queen feet gold hair reward gallows share cast cast gown cry petticoat napkin round face gallows come look pitiful come come tonight dine hold tongue sovereign liege folly mind save life sham night tonight beaton seton carmichael,106,0.128105219,0.352901823,0.054812222,0.093273818,0.027407094,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,0.249991261,0.000907441,0.062517047,0.000907441,0.000907441,0.000907441,0.40106141,0.366484629,0.929718805,0.00016498,0.242580379,0.019388794,violence,0.857142857
44180,ry cooder,yellow roses,1976,blues,devines receive sweetheart yellow roses tell mean tell tonight heart break know true place near photograph petals fall hide lonely tear shouldn fall slowly fade away yellow roses good,29,0.002631579,0.002631579,0.002631579,0.056856545,0.002631579,0.002631579,0.002631579,0.222474543,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.628308678,0.05288655,0.30575111,0.366535907,0.784136329,0.027834008,0.140560594,0.115087478,sadness,0.628571429
55195,cal tjader,invitation,1959,jazz,gate come know sick touch clue outrap point movement bigger picture try mood yeah candle flicker little licker couple swish try understand mission try soak wisdom miss pollution look start confuse dude brain buzz admit know start punch say point like close point head hitup hand block hell jam judge feel cool understand offend improbable holla verbal assault head shit break neck trust loud get improbable holla verbal assault head shit break neck trust loud get mean meditate basis underrate concern create sit baby mama raise record go play word wordsmith like wordsworth learn curve ahead time rhyme sound like worst worst yeah probmatik flow million flow crew crew expectations miss forgive mood world palm hand beauty land feel like shout shed light introduction rest life like,127,0.01693676,0.263555747,0.095325785,0.000666223,0.026751691,0.029293408,0.000666223,0.11403659,0.36013407,0.000666223,0.000666223,0.027675088,0.000666223,0.000666223,0.000666223,0.059628636,0.657749377,0.367253801,0.948795129,0.711538462,0.38582028,0.133106059,obscene,0.871428571
54994,dean martin,it's easy to remember,1957,jazz,sweet expression smile give look easy remember hard forget hear whisper know easy remember hard forget dream hand caress finger press tight dream lonely feel steal night little moment clear bring regret easy remember hard forget dream hand caress finger press tight dream lonely feel steal night little moment clear bring regret easy remember hard forget,56,0.001012146,0.001012146,0.414187466,0.001012146,0.001012146,0.081092148,0.287090991,0.001012146,0.001012146,0.03182694,0.001012146,0.001012146,0.001012146,0.001012146,0.09070978,0.031427811,0.410809054,0.367535831,0.949799146,0.006912955,0.259068425,0.059530188,world/life,0.9
59060,nat king cole trio,smoke gets in your eyes,1992,jazz,know true true course reply dear inside deny say blind heart realize smoke get eye chaff gaily laugh think doubt today fly away laugh friends deride tear hide smile lovely flame die smoke get eye smoke get eye,38,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.110997034,0.226250396,0.112634954,0.001594896,0.001594896,0.123045179,0.001594896,0.001594896,0.404743887,0.001594896,0.57110365,0.368125529,0.998995983,0.950404858,0.234336356,0.068139065,sadness,0.4
71751,john lennon,love,1970,rock,real real feel feel want love touch touch reach reach ask love know free free live live need love,19,0.002631579,0.002631579,0.148081016,0.002631579,0.002631579,0.002631579,0.373517745,0.079908552,0.002631579,0.002631579,0.002631579,0.002631579,0.105867975,0.002631579,0.002631579,0.206384714,0.597097368,0.368176807,0.890562139,0.019939271,0.136438582,0.060931633,romantic,0.714285714
